File	TechnicalReplicates	ConditionSpecies	Species	Passage	Volume	Media	BlankOD	Class	MaxOD	MaxTime	StatOD	RateODIntercept	Rate	StatTime	OvergrowthTime	OvergrowthOD	AUC8	AUC12	AUC18	AUC24	pH_48.mean	pH_48.sd
20160614_Monoculture_Plate_5	C7-C8		B. ovatus	1	7	13	0.106	Unfinished	0.344	93342	0.343	0.036296199	0.01190075	93181	93342	0.344	0.736485763888889	1.33561854166667	2.52870763888889	4.15359354166667		
20160614_Monoculture_Plate_5	C9-C10		B. stercoris	1	7	13	0.097	NoGrowthAuto	0.197	79221	0.197	0	0	79221	79221	0.197	0.702473402777778	1.14631770833333	2.05207715277778	3.19234381944444		
20160614_Monoculture_Plate_5	D1-D2		B. ovatus	1	7	4	0.108	NoGrowthAuto	0.127	93626	0.127	0	0	93626	93626	0.127	0.836265138888889	1.29436013888889	1.95904451388889	2.63595166666667		
20160614_Monoculture_Plate_5	D11-D12		B. vulgatus HM-720	1	7	14	0.107	Falling;Noisy	0.539	72711	0.537	-0.198043747	0.038535452	72401	72711	0.539	0.868531736111111	1.65770409722222	3.69379979166667	6.74601784722222		
20160614_Monoculture_Plate_5	D3-D4		B. stercoris	1	7	4	0.106	NoGrowthAuto	0.134	93626	0.134	0	0	93626	93626	0.134	0.816258472222222	1.25434923611111	1.89652784722222	2.57193527777778		
20160614_Monoculture_Plate_5	D5-D6		B. vulgatus HM-720	1	7	4	0.117	Unfinished	0.764	93614	0.766	-0.610843333	0.052941363	93664	93614	0.764	0.837765902777778	1.3416225	2.47070652777778	5.05358805555556		
20160614_Monoculture_Plate_5	D7-D8		B. ovatus	1	7	14	0.113	Good	0.457	80855	0.454	-0.002916722	0.022282413	82308	80855	0.457	0.830518263888889	1.62494354166667	3.46747180555556	6.00432076388889		
20160614_Monoculture_Plate_5	D9-D10		B. stercoris	1	7	14	0.107	Good	0.273	86420	0.263	0.032368191	0.015306786	68777	86420	0.273	0.805759166666667	1.49365923611111	2.93156784722222	4.52668722222222		
20160614_Monoculture_Plate_5	E1-E2		B. ovatus	1	7	5	0.14	Falling	1.049	1.049	0.913	-0.529373685	0.087152527	86899	68775	1.055	0.934051597222222	1.99379701388889	5.91696708333333	11.9428622222222		
20160614_Monoculture_Plate_5	E11-E12		B. vulgatus HM-720	1	7	BHI++	0.117	Good	0.493	59816	0.492	-0.033759119	0.03947375	60320	59816	0.493	1.11186430555556	2.43190645833333	5.24494798611111	8.19462916666667		
20160614_Monoculture_Plate_5	E3-E4		B. stercoris	1	7	5	0.128	Unfinished	0.749	93614	0.749	-0.180808556	0.035163064	93181	93614	0.749	0.884283472222222	1.58418701388889	3.42172375	6.54747333333333		
20160614_Monoculture_Plate_5	E5-E6		B. vulgatus HM-720	1	7	5	0.126	Falling	1.014	1.014	0.942	-0.743462441	0.10349216	86536	66060	1.012	0.974816875	2.05906534722222	6.30082534722222	12.2179407638889		
20160614_Monoculture_Plate_5	E7-E8		B. ovatus	1	7	BHI++	0.122	Falling;Overgrowth	0.544	0.544	0.476	-0.209824872	0.064731672	69985	48143	0.546	1.02458805555556	2.51642805555556	5.68255069444445	8.55996347222222		
20160614_Monoculture_Plate_5	E9-E10		B. stercoris	1	7	BHI++	0.119	Falling	0.533	0.533	0.417	-0.104517708	0.053976885	89074	48550	0.536	1.10211847222222	2.6777175	5.81983826388889	8.69174506944444		
20160614_Monoculture_Plate_5	F1-F2		B. ovatus	1	7	7	0.11	NoGrowthAuto	0.125	7203	0.125	0	0	7203	7203	0.125	0.854520833333333	1.32086729166667	1.98580152777778	2.65270618055556		
20160614_Monoculture_Plate_5	F11-F12		B. vulgatus HM-720	1	7	GMM	0.165	Falling;Noisy;Overgrowth	0.739	0.739	0.657	-0.14555987	0.078940223	78200	58052	0.893	1.59554048611111	3.68474430555556	8.17955368055556	13.04487875		
20160614_Monoculture_Plate_5	F3-F4		B. stercoris	1	7	7	0.107	NoGrowthAuto	0.124	0	0.124	0	0	0	0	0.124	0.840516388888889	1.28960930555556	1.93753909722222	2.59694222222222		
20160614_Monoculture_Plate_5	F5-F6		B. vulgatus HM-720	1	7	7	0.114	Good	0.198	93626	0.198	0	0	93626	93626	0.198	0.853770486111111	1.31661652777778	2.01806215277778	2.81725020833333		
20160614_Monoculture_Plate_5	F7-F8		B. ovatus	1	7	GMM	0.166	Good	0.778	76104	0.781	-0.285777108	0.077678961	76026	76104	0.778	1.23440604166667	2.96530111111111	7.20074819444445	11.8633292361111		
20160614_Monoculture_Plate_5	F9-F10		B. stercoris	1	7	GMM	0.163	Good	0.641	91442	0.642	-0.137869088	0.065099353	91490	91442	0.641	1.36320402777778	3.15709881944444	6.69033854166667	10.4477106944444		
20160614_Monoculture_Plate_5	G1-G2		B. ovatus	1	7	8	0.168	Good	0.786	93478	0.786	-0.880218913	0.063962943	93906	93478	0.786	1.20363590277778	2.05006486111111	3.59600611111111	6.08910951388889		
20160614_Monoculture_Plate_5	G11-G12		B. vulgatus HM-720	1	7	mGAM	0.193	Good;Overgrowth	0.889	52079	0.889	-0.385486931	0.187771704	51863	52079	0.889	2.77818395833333	6.22992611111111	11.5188969444444	16.8946425694444		
20160614_Monoculture_Plate_5	G3-G4		B. stercoris	1	7	8	0.176	Good	1.192	79769	1.187	-1.314787758	0.118408086	80375	79769	1.192	1.21564298611111	2.19435354166667	4.84639930555556	11.0794197916667		
20160614_Monoculture_Plate_5	G5-G6		B. vulgatus HM-720	1	7	8	0.163	Good;Noisy	1.223	60223	1.236	-0.423406007	0.10026402	60199	60223	1.223	1.45697916666667	3.38891875	9.37214944444445	16.431045		
20160614_Monoculture_Plate_5	G7-G8		B. ovatus	1	7	mGAM	0.196	Good	1.02	51672	1.014	-0.765797079	0.173262193	51380	51672	1.02	1.66281270833333	4.79251909722222	10.8804654166667	17.1724258333333		
20160614_Monoculture_Plate_5	G9-G10		B. stercoris	1	7	mGAM	0.195	Good	1.066	48415	1.066	-1.044459869	0.2203918	49447	48415	1.066	1.75084611111111	5.17760006944444	11.6023901388889	18.2931923611111		
20160614_Monoculture_Plate_5	H1-H2		B. ovatus	1	7	9	0.236	NoGrowthAuto	0.313	93626	0.313	0	0	93626	93626	0.313	1.80332680555556	2.95156645833333	4.69605138888889	6.47196319444444		
20160614_Monoculture_Plate_5	H11-H12		B. vulgatus HM-720	1	7	WCA	0.12	Good	0.418	45971	0.416	0.020183497	0.040576141	46668	45971	0.418	1.31068083333333	2.80300041666667	5.26743222222222	7.71474895833333		
20160614_Monoculture_Plate_5	H3-H4		B. stercoris	1	7	9	0.231	NoGrowthAuto	0.337	82822	0.337	0	0	82822	82822	0.337	1.63852097222222	2.64048229166667	4.32770652777778	6.27466180555555		
20160614_Monoculture_Plate_5	H5-H6		B. vulgatus HM-720	1	7	9	0.236	NoGrowthAuto	0.283	93626	0.283	0	0	93626	93626	0.283	1.70454159722222	2.73600743055556	4.34970736111111	6.02209527777778		
20160614_Monoculture_Plate_5	H7-H8		B. ovatus	1	7	WCA	0.128	Falling	0.513	0.513	0.388	-0.153439228	0.055589188	76267	50179	0.52	1.045845625	2.46616597222222	5.46474465277778	7.93030284722222		
20160614_Monoculture_Plate_5	H9-H10		B. stercoris	1	7	WCA	0.117	Falling	0.469	0.469	0.407	-0.043479568	0.039498324	78925	53437	0.468	0.993078611111111	2.25160715277778	4.94260868055556	7.45143395833333		
20160614_Monoculture_Plate_6	A1-A2		B. ovatus	1	7	1	0.104	NoGrowthAuto	0.134	93626	0.134	0	0	93626	93626	0.134	0.748987361111111	1.19458027777778	1.87952013888889	2.60772270833333		
20160614_Monoculture_Plate_6	A11-A12		B. vulgatus HM-720	1	7	10	0.111	NoGrowthAuto	0.127	0	0.127	0	0	0	0	0.127	0.867775902777778	1.33987409722222	2.02256402777778	2.69400055555556		
20160614_Monoculture_Plate_6	A3-A4		B. stercoris	1	7	1	0.107	NoGrowthAuto	0.141	86424	0.141	0	0	86424	86424	0.141	0.759490902777778	1.20358368055556	1.94578847222222	2.753013125		
20160614_Monoculture_Plate_6	A5-A6		B. vulgatus HM-720	1	7	1	0.112	Good	0.371	93207	0.372	-0.021517651	0.016881881	93544	93207	0.371	0.811256388888889	1.40288201388889	2.72074076388889	4.57501090277778		
20160614_Monoculture_Plate_6	A7-A8		B. ovatus	1	7	10	0.107	NoGrowthAuto	0.125	3602	0.125	0	0	3602	3602	0.125	0.858522847222222	1.32636986111111	1.980551875	2.62623118055556		
20160614_Monoculture_Plate_6	A9-A10		B. stercoris	1	7	10	0.115	NoGrowthAuto	0.125	0	0.125	0	0	0	0	0.125	0.849770277777778	1.31711756944444	2.01431111111111	2.72550868055556		
20160614_Monoculture_Plate_6	B1-B2		B. ovatus	1	7	2	0.11	Good	0.539	92392	0.541	-0.036062391	0.023604651	92577	92392	0.539	0.887777013888889	1.69394763888889	3.46017756944445	6.07115895833333		
20160614_Monoculture_Plate_6	B11-B12		B. vulgatus HM-720	1	7	11	0.117	Unfinished	0.768	93478	0.771	-0.895099777	0.064598821	93544	93478	0.768	0.805756111111111	1.29010784722222	2.34189048611111	4.82109486111111		
20160614_Monoculture_Plate_6	B3-B4		B. stercoris	1	7	2	0.108	NoGrowthAuto	0.233	93626	0.233	0	0	93626	93626	0.233	0.813756597222222	1.32911416666667	2.17534756944444	3.23764520833333		
20160614_Monoculture_Plate_6	B5-B6		B. vulgatus HM-720	1	7	2	0.114	Good	0.754	84927	0.755	-0.338264354	0.054739795	85208	84927	0.754	0.911534722222222	1.76571680555556	4.30039243055556	8.499568125		
20160614_Monoculture_Plate_6	B7-B8		B. ovatus	1	7	11	0.105	Unfinished	0.143	93626	0.143	0	0	93626	93626	0.143	0.792502291666667	1.22384201388889	1.86151895833333	2.53020493055556		
20160614_Monoculture_Plate_6	B9-B10		B. stercoris	1	7	11	0.114	Unfinished	0.613	93750	0.613	-1.271436704	0.073527527	93906	93750	0.613	0.786750694444444	1.22159145833333	1.982549375	3.48472479166667		
20160614_Monoculture_Plate_6	C1-C2		B. ovatus	1	7	3	0.107	NoGrowthAuto	0.143	93626	0.143	0	0	93626	93626	0.143	0.830764236111111	1.28510868055556	1.94129118055556	2.61972986111111		
20160614_Monoculture_Plate_6	C11-C12		B. vulgatus HM-720	1	7	13	0.107	Good	0.489	91442	0.489	-0.238891446	0.028796771	91127	91442	0.489	0.76574125	1.32335895833333	2.54719034722222	4.73305597222222		
20160614_Monoculture_Plate_6	C3-C4		B. stercoris	1	7	3	0.107	NoGrowthAuto	0.132	93626	0.132	0	0	93626	93626	0.132	0.831014513888889	1.27635715277778	1.93629034722222	2.63448465277778		
20160614_Monoculture_Plate_6	C5-C6		B. vulgatus HM-720	1	7	3	0.13	Good	0.945	92800	0.945	-0.936008633	0.074029101	92456	92800	0.945	0.855021319444444	1.40163652777778	2.78250347222222	6.03967722222222		
20160614_Monoculture_Plate_6	C7-C8		B. ovatus	1	7	13	0.106	Unfinished	0.328	93207	0.327	0.062900209	0.010088128	93181	93207	0.328	0.765240486111111	1.42787888888889	2.59745	4.12612743055556		
20160614_Monoculture_Plate_6	C9-C10		B. stercoris	1	7	13	0.1	NoGrowthAuto	0.202	79222	0.202	0	0	79222	79222	0.202	0.717227222222222	1.15931993055556	2.03680847222222	3.16637333333333		
20160614_Monoculture_Plate_6	D1-D2		B. ovatus	1	7	4	0.109	NoGrowthAuto	0.135	93626	0.135	0	0	93626	93626	0.135	0.836015625	1.29386083333333	1.96054611111111	2.63623388888889		
20160614_Monoculture_Plate_6	D11-D12		B. vulgatus HM-720	1	7	14	0.109	Falling;Noisy	0.531	71082	0.53	-0.324225399	0.04838732	71193	71082	0.531	0.872772638888889	1.66469069444444	3.82652020833333	6.86236875		
20160614_Monoculture_Plate_6	D3-D4		B. stercoris	1	7	4	0.106	NoGrowthAuto	0.137	93626	0.137	0	0	93626	93626	0.137	0.839767291666667	1.28886069444444	1.95029423611111	2.64648791666667		
20160614_Monoculture_Plate_6	D5-D6		B. vulgatus HM-720	1	7	4	0.121	Unfinished	0.901	93207	0.906	-0.828617548	0.066936484	93423	93207	0.901	0.847018680555556	1.37362951388889	2.61471020833333	5.56004048611111		
20160614_Monoculture_Plate_6	D7-D8		B. ovatus	1	7	14	0.115	Good	0.49	82755	0.486	-0.014095324	0.025195251	82429	82755	0.49	0.855267152777778	1.72920270833333	3.75275215277778	6.56303715277778		
20160614_Monoculture_Plate_6	D9-D10		B. stercoris	1	7	14	0.107	Good	0.273	86013	0.263	0.03667169	0.014357818	72280	86013	0.273	0.795750416666667	1.46164125	2.86877506944444	4.45921729166667		
20160614_Monoculture_Plate_6	E1-E2		B. ovatus	1	7	5	0.134	Falling	1.027	1.027	0.897	-0.546385539	0.084611298	90282	70403	1.037	0.920039652777778	1.89575131944444	5.50245680555556	11.4481134722222		
20160614_Monoculture_Plate_6	E11-E12		B. vulgatus HM-720	1	7	BHI++	0.116	Good	0.479	59952	0.478	-0.029225951	0.038218743	60320	59952	0.479	1.09008590277778	2.36210625	5.09085416666667	7.94939680555556		
20160614_Monoculture_Plate_6	E3-E4		B. stercoris	1	7	5	0.124	Unfinished	0.714	93750	0.713	-0.20111262	0.035184486	93302	93750	0.714	0.88453	1.57167569444444	3.35640451388889	6.36825055555556		
20160614_Monoculture_Plate_6	E5-E6		B. vulgatus HM-720	1	7	5	0.126	Falling	1.014	1.014	0.944	-0.790023756	0.111335653	83516	65381	1.019	0.999561666666667	2.21582569444444	6.76978506944445	12.6756702083333		
20160614_Monoculture_Plate_6	E7-E8		B. ovatus	1	7	BHI++	0.122	Falling;Overgrowth	0.54	0.54	0.474	-0.22857076	0.066363306	68777	47600	0.544	1.032319375	2.52088888888889	5.66300958333333	8.51304972222222		
20160614_Monoculture_Plate_6	E9-E10		B. stercoris	1	7	BHI++	0.119	Falling	0.527	0.527	0.414	-0.072036592	0.050559502	88470	48415	0.529	1.08258298611111	2.61490868055556	5.71551486111111	8.56305284722222		
20160614_Monoculture_Plate_6	F1-F2		B. ovatus	1	7	7	0.108	NoGrowthAuto	0.122	0	0.122	0	0	0	0	0.122	0.839516875	1.29461145833333	1.94729298611111	2.60597597222222		
20160614_Monoculture_Plate_6	F11-F12		B. vulgatus HM-720	1	7	GMM	0.171	Falling;Noisy;Overgrowth	0.737	0.737	0.684	-0.247600184	0.095507772	76026	50586	0.811	1.58823666666667	4.02375076388889	8.797578125	13.0454997222222		
20160614_Monoculture_Plate_6	F3-F4		B. stercoris	1	7	7	0.106	NoGrowthAuto	0.124	93626	0.124	0	0	93626	93626	0.124	0.826763333333333	1.26710486111111	1.90753284722222	2.56696625		
20160614_Monoculture_Plate_6	F5-F6		B. vulgatus HM-720	1	7	7	0.116	Unfinished	0.278	93478	0.279	-0.361080537	0.025417438	93664	93478	0.278	0.850020208333333	1.31261659722222	2.03031506944444	2.99533583333333		
20160614_Monoculture_Plate_6	F7-F8		B. ovatus	1	7	GMM	0.166	Good	0.788	76104	0.787	-0.297479088	0.079451755	76147	76104	0.788	1.22938590277778	2.94325416666667	7.20091645833333	11.9172270833333		
20160614_Monoculture_Plate_6	F9-F10		B. stercoris	1	7	GMM	0.16	Good	0.646	89678	0.641	-0.063759562	0.056616325	90161	89678	0.646	1.35717055555556	3.15530111111111	6.70777951388889	10.4935820833333		
20160614_Monoculture_Plate_6	G1-G2		B. ovatus	1	7	8	0.169	Unfinished	0.795	93750	0.79	-0.945797512	0.066882224	93544	93750	0.795	1.18212333333333	2.01704805555556	3.54696590277778	6.07492833333333		
20160614_Monoculture_Plate_6	G11-G12		B. vulgatus HM-720	1	7	mGAM	0.192	Good	0.882	43121	0.882	-0.476382161	0.203345725	43285	43121	0.882	2.77882555555556	6.25380006944444	11.5257656944444	16.8737514583333		
20160614_Monoculture_Plate_6	G3-G4		B. stercoris	1	7	8	0.165	Good	1.173	83027	1.171	-1.391851159	0.122070191	82912	83027	1.173	1.19712756944444	2.16958277777778	4.76652215277778	10.8352393055556		
20160614_Monoculture_Plate_6	G5-G6		B. vulgatus HM-720	1	7	8	0.169	Good;Noisy	1.23	62802	1.22	-1.22921499	0.176429496	62495	62802	1.23	1.49246076388889	3.45938333333333	9.80206416666667	16.8182444444444		
20160614_Monoculture_Plate_6	G7-G8		B. ovatus	1	7	mGAM	0.194	Good	1.01	50315	1.018	-0.687813455	0.163559898	49930	50315	1.01	1.67051486111111	4.80618166666667	10.872613125	17.1416059722222		
20160614_Monoculture_Plate_6	G9-G10		B. stercoris	1	7	mGAM	0.193	Good	1.061	49501	1.059	-0.835183496	0.192749172	50292	49501	1.061	1.70502486111111	5.08423631944444	11.47325375	18.1333548611111		
20160614_Monoculture_Plate_6	H1-H2		B. ovatus	1	7	9	0.234	NoGrowthAuto	0.286	86424	0.286	0	0	86424	86424	0.286	1.70153791666667	2.79576597222222	4.45672680555556	6.15244791666667		
20160614_Monoculture_Plate_6	H11-H12		B. vulgatus HM-720	1	7	WCA	0.117	Good	0.415	46650	0.415	0.033294231	0.037967921	47030	46650	0.415	1.27813840277778	2.75644881944444	5.21213145833333	7.63630381944444		
20160614_Monoculture_Plate_6	H3-H4		B. stercoris	1	7	9	0.229	NoGrowthAuto	0.335	82823	0.335	0	0	82823	82823	0.335	1.62576666666667	2.61947451388889	4.29443576388889	6.22647423611111		
20160614_Monoculture_Plate_6	H5-H6		B. vulgatus HM-720	1	7	9	0.237	NoGrowthAuto	0.294	86424	0.294	0	0	86424	86424	0.294	1.748553125	2.80477354166667	4.45773152777778	6.16645645833333		
20160614_Monoculture_Plate_6	H7-H8		B. ovatus	1	7	WCA	0.125	Falling	0.517	0.517	0.384	-0.140406384	0.055028625	77355	50315	0.519	1.03457020833333	2.44337173611111	5.43269875	7.89662708333333		
20160614_Monoculture_Plate_6	H9-H10		B. stercoris	1	7	WCA	0.121	Falling	0.465	0.465	0.408	-0.053174767	0.040371671	78442	52351	0.469	1.01656493055556	2.30208798611111	5.01083388888889	7.52728048611111		
20160614_Monoculture_Plate_7	A1-A2		B. fragilis HM-20	1	7	1	0.094	NoGrowthAuto	0.109	93626	0.109	0	0	93626	93626	0.109	0.701472708333333	1.10330631944444	1.68796847222222	2.265101875		
20160614_Monoculture_Plate_7	A11-A12		B. fragilis HM-710	1	7	10	0.098	NoGrowthAuto	0.214	93626	0.214	0	0	93626	93626	0.214	0.859022152777778	1.39838486111111	2.29663583333333	3.33612590277778		
20160614_Monoculture_Plate_7	A3-A4		B. fragilis HM-709	1	7	1	0.094	NoGrowthAuto	0.1	0	0.1	0	0	0	0	0.1	0.687718402777778	1.07704944444444	1.65671027777778	2.23034305555556		
20160614_Monoculture_Plate_7	A5-A6		B. fragilis HM-710	1	7	1	0.094	NoGrowthAuto	0.105	28809	0.105	0	0	28809	28809	0.105	0.684217430555556	1.07904944444444	1.66671243055556	2.25034743055556		
20160614_Monoculture_Plate_7	A7-A8		B. fragilis HM-20	1	7	10	0.099	NoGrowthAuto	0.145	90025	0.145	0	0	90025	90025	0.145	0.720478194444444	1.15681916666667	1.85426388888889	2.62944375		
20160614_Monoculture_Plate_7	A9-A10		B. fragilis HM-709	1	7	10	0.098	NoGrowthAuto	0.219	90025	0.219	0	0	90025	90025	0.219	0.708724444444444	1.16006875	1.93253486111111	2.88775444444444		
20160614_Monoculture_Plate_7	B1-B2		B. fragilis HM-20	1	7	2	0.106	Good	0.275	92189	0.275	0.080963344	0.008086453	92456	92189	0.275	0.830511597222222	1.44614131944444	2.65648118055556	4.13982736111111		
20160614_Monoculture_Plate_7	B11-B12		B. fragilis HM-710	1	7	11	0.093	Good	0.628	91482	0.63	-0.869617186	0.065295629	92215	91482	0.628	0.704972638888889	1.20007645833333	2.29764388888889	4.87825118055556		
20160614_Monoculture_Plate_7	B3-B4		B. fragilis HM-709	1	7	2	0.103	Good	0.319	93249	0.319	-0.028588462	0.014498413	92940	93249	0.319	0.783997361111111	1.32911173611111	2.39641395833333	3.97953368055556		
20160614_Monoculture_Plate_7	B5-B6		B. fragilis HM-710	1	7	2	0.1	Good	0.311	91571	0.312	-0.052454822	0.015824275	90765	91571	0.311	0.777995347222222	1.31460798611111	2.37815958333333	3.96377930555556		
20160614_Monoculture_Plate_7	B7-B8		B. fragilis HM-20	1	7	11	0.094	NoGrowthAuto	0.153	93626	0.153	0	0	93626	93626	0.153	0.704972916666667	1.13231201388889	1.77699118055556	2.4659		
20160614_Monoculture_Plate_7	B9-B10		B. fragilis HM-709	1	7	11	0.093	Good	0.709	87861	0.712	-0.967360818	0.072145656	87624	87861	0.709	0.700971388888889	1.18557326388889	2.27789256944444	5.13781326388889		
20160614_Monoculture_Plate_7	C1-C2		B. fragilis HM-20	1	7	3	0.103	NoGrowthAuto	0.123	93626	0.123	0	0	93626	93626	0.123	0.756739652777778	1.19983201388889	1.85576423611111	2.52841986111111		
20160614_Monoculture_Plate_7	C11-C12		B. fragilis HM-710	1	7	13	0.088	Good	0.279	90246	0.277	-0.008690222	0.018490369	90403	90246	0.279	0.718225555555556	1.35086020833333	2.72974763888889	4.32511819444444		
20160614_Monoculture_Plate_7	C3-C4		B. fragilis HM-709	1	7	3	0.098	Good	0.763	93425	0.765	-0.541558426	0.049257592	93544	93425	0.763	0.774744236111111	1.42263118055556	2.91180819444445	5.67295520833333		
20160614_Monoculture_Plate_7	C5-C6		B. fragilis HM-710	1	7	3	0.101	Good	0.987	93425	0.985	-0.883266722	0.073739943	93664	93425	0.987	0.793750347222222	1.43063513888889	2.9645775	6.52216513888889		
20160614_Monoculture_Plate_7	C7-C8		B. fragilis HM-20	1	7	13	0.092	Good	0.277	80001	0.277	0.043835223	0.01744616	80858	80001	0.277	0.815504513888889	1.60442020833333	3.04757381944445	4.67345111111111		
20160614_Monoculture_Plate_7	C9-C10		B. fragilis HM-709	1	7	13	0.088	Good	0.311	79825	0.311	-0.179482201	0.03902688	80737	79825	0.311	0.72097625	1.43888131944444	3.00006666666667	4.786733125		
20160614_Monoculture_Plate_7	D1-D2		B. fragilis HM-20	1	7	4	0.102	NoGrowthAuto	0.126	93626	0.126	0	0	93626	93626	0.126	0.774995416666667	1.23434104166667	1.91477972222222	2.60919027777778		
20160614_Monoculture_Plate_7	D11-D12		B. fragilis HM-710	1	7	14	0.093	NoGrowthAuto	0.1	39611	0.1	0	0	39611	39611	0.1	0.666961388888889	1.05679270833333	1.64520604166667	2.22884111111111		
20160614_Monoculture_Plate_7	D3-D4		B. fragilis HM-709	1	7	4	0.103	Good	0.673	93337	0.667	-0.671496691	0.052162551	93060	93337	0.673	0.769242569444444	1.40462680555556	2.84528756944444	5.31486215277778		
20160614_Monoculture_Plate_7	D5-D6		B. fragilis HM-710	1	7	4	0.102	Unfinished	0.815	93337	0.821	-0.818271446	0.063077735	93664	93337	0.815	0.763740833333333	1.399125	2.84603791666667	5.55616861111111		
20160614_Monoculture_Plate_7	D7-D8		B. fragilis HM-20	1	7	14	0.089	NoGrowthAuto	0.099	32409	0.099	0	0	32409	32409	0.099	0.658458958333333	1.02603527777778	1.56718548611111	2.10656041666667		
20160614_Monoculture_Plate_7	D9-D10		B. fragilis HM-709	1	7	14	0.092	NoGrowthAuto	0.098	50414	0.098	0	0	50414	50414	0.098	0.661459652777778	1.04303909722222	1.61994895833333	2.17732777777778		
20160614_Monoculture_Plate_7	E1-E2		B. fragilis HM-20	1	7	5	0.109	Good;Noisy	0.742	78059	0.74	-0.240572957	0.051390622	77717	78059	0.742	0.895280486111111	1.854985625	4.6755425	8.92104368055555		
20160614_Monoculture_Plate_7	E11-E12		B. fragilis HM-710	1	7	BHI++	0.108	Good	0.6	48120	0.6	-0.18570419	0.086764581	47755	48120	0.6	1.34190909722222	3.53411715277778	7.13561611111111	10.5769107638889		
20160614_Monoculture_Plate_7	E3-E4		B. fragilis HM-709	1	7	5	0.103	Good	0.765	93337	0.767	-0.427130847	0.052045407	93302	93337	0.765	0.796750833333333	1.5531625	3.62875777777778	7.31212479166667		
20160614_Monoculture_Plate_7	E5-E6		B. fragilis HM-710	1	7	5	0.1	Good	0.803	88833	0.801	-0.376006921	0.050675249	88953	88833	0.803	0.790748888888889	1.53615770833333	3.60250263888889	7.43590451388889		
20160614_Monoculture_Plate_7	E7-E8		B. fragilis HM-20	1	7	BHI++	0.106	Falling	0.585	37787	0.571	-0.30775644	0.110101557	47635	37787	0.585	1.394924375	3.62363909722222	7.06059194444444	10.371608125		
20160614_Monoculture_Plate_7	E9-E10		B. fragilis HM-709	1	7	BHI++	0.111	Falling	0.604	45647	0.606	-0.20325511	0.089926571	45339	45647	0.604	1.365916875	3.59113166666667	7.21063541666667	10.6589316666667		
20160614_Monoculture_Plate_7	F1-F2		B. fragilis HM-20	1	7	7	0.102	NoGrowthAuto	0.195	93626	0.195	0	0	93626	93626	0.195	0.734482847222222	1.16607291666667	1.86401805555556	2.71171368055556		
20160614_Monoculture_Plate_7	F11-F12		B. fragilis HM-710	1	7	GMM	0.106	Falling;Noisy	1.013	48473	1.013	-0.641276113	0.130773109	48843	48473	1.013	1.18986479166667	3.17329840277778	8.94237354166667	14.8685255555556		
20160614_Monoculture_Plate_7	F3-F4		B. fragilis HM-709	1	7	7	0.099	Good	0.619	92984	0.625	-0.670094691	0.050939022	93181	92984	0.619	0.754738680555556	1.31535694444444	2.58847173611111	4.79147875		
20160614_Monoculture_Plate_7	F5-F6		B. fragilis HM-710	1	7	7	0.099	Good	0.635	93072	0.633	-0.554137284	0.046267282	92940	93072	0.635	0.746735972222222	1.312855625	2.60972611111111	4.84624076388889		
20160614_Monoculture_Plate_7	F7-F8		B. fragilis HM-20	1	7	GMM	0.106	Falling	0.715	45912	0.712	-0.362655224	0.1182858	46789	45912	0.715	1.39367381944444	3.93820493055556	8.12311402777778	11.8797314583333		
20160614_Monoculture_Plate_7	F9-F10		B. fragilis HM-709	1	7	GMM	0.106	Falling;Noisy	1.077	66136	1.093	-0.756667754	0.14098478	66481	66136	1.077	1.14260111111111	3.07351013888889	8.91862423611111	15.2861481944444		
20160614_Monoculture_Plate_7	G1-G2		B. fragilis HM-20	1	7	8	0.148	Good	1.411	93602	1.411	-4.230841208	0.217117693	93664	93602	1.411	1.21463291666667	2.07556680555556	4.14238854166667	7.02349763888889		
20160614_Monoculture_Plate_7	G11-G12		B. fragilis HM-710	1	7	mGAM	0.163	Good	1.386	79913	1.38	-0.200171685	0.125255973	79892	79913	1.386	2.12939590277778	5.880440625	13.4218016666667	21.630205		
20160614_Monoculture_Plate_7	G3-G4		B. fragilis HM-709	1	7	8	0.14	Good	1.228	86183	1.234	-2.49016859	0.160636574	86053	86183	1.228	1.10609895833333	2.00878923611111	4.10938854166667	8.82799166666667		
20160614_Monoculture_Plate_7	G5-G6		B. fragilis HM-710	1	7	8	0.146	Good	1.176	88833	1.178	-2.880459165	0.180715494	88832	88833	1.176	1.09559541666667	1.98778347222222	3.98385333333333	8.53016861111111		
20160614_Monoculture_Plate_7	G7-G8		B. fragilis HM-20	1	7	mGAM	0.174	Good	1.339	78235	1.334	-0.474025016	0.166165126	79046	78235	1.339	2.1086425	5.80167284722222	13.0527034722222	21.0400593055556		
20160614_Monoculture_Plate_7	G9-G10		B. fragilis HM-709	1	7	mGAM	0.177	Good	1.355	62604	1.358	-0.351274667	0.149294856	63703	62604	1.355	2.06612833333333	5.91919763888889	13.6075984027778	21.7724917361111		
20160614_Monoculture_Plate_7	H1-H2		B. fragilis HM-20	1	7	9	0.225	NoGrowthAuto	0.308	93626	0.308	0	0	93626	93626	0.308	1.648771875	2.69523993055556	4.36670590277778	6.15637083333333		
20160614_Monoculture_Plate_7	H11-H12		B. fragilis HM-710	1	7	WCA	0.104	Falling	0.51	40525	0.499	-0.101235905	0.066097601	51501	40525	0.51	1.267388125	3.10827423611111	6.11335673611111	8.92525534722222		
